UTC Time,Latitude,Longitude,Altitude
2023-09-12T23:25:19.994,50.7527383,6.0723496,0.955
2023-09-12T23:25:20.997,50.7527304,6.0723504,1.014
2023-09-12T23:25:21.999,50.7527247,6.0723492,1.26
2023-09-12T23:25:23.001,50.7527262,6.0723448,1.347
2023-09-12T23:25:24.003,50.7527217,6.07234,1.198
2023-09-12T23:25:25.005,50.7527264,6.0723393,1.251
2023-09-12T23:25:26.008,50.7527273,6.0723325,1.121
2023-09-12T23:25:27.010,50.7527295,6.072323,1.15
2023-09-12T23:25:28.014,50.7527352,6.0723169,1.401
2023-09-12T23:25:29.017,50.7527441,6.0723124,1.102
2023-09-12T23:25:30.022,50.7527395,6.0723104,1.161
2023-09-12T23:25:31.025,50.7527296,6.0723116,1.087
2023-09-12T23:25:32.027,50.7527335,6.0723097,1.22
2023-09-12T23:25:33.029,50.7527352,6.0723106,1.181
2023-09-12T23:25:34.031,50.7527311,6.0723133,1.178
2023-09-12T23:25:35.033,50.7527328,6.0723193,1.432
2023-09-12T23:25:36.035,50.7527361,6.0723234,1.051
2023-09-12T23:25:37.037,50.7527387,6.0723283,1.107
2023-09-12T23:25:38.038,50.7527456,6.0723314,0.986
2023-09-12T23:25:39.041,50.7527367,6.072344,1.121
2023-09-12T23:25:40.043,50.7527479,6.0723473,0.966
2023-09-12T23:25:41.045,50.7527467,6.0723466,1.068
2023-09-12T23:25:42.046,50.7527628,6.0723408,1.031
2023-09-12T23:25:43.047,50.7527689,6.0723408,1.299
2023-09-12T23:25:44.049,50.7527855,6.0723393,1.15
2023-09-12T23:25:45.051,50.7527896,6.072344,0.963
2023-09-12T23:25:46.053,50.7527948,6.0723445,0.98
2023-09-12T23:25:47.055,50.7527933,6.0723463,1.13
2023-09-12T23:25:48.058,50.7528011,6.0723481,0.957
2023-09-12T23:25:49.059,50.752801,6.0723485,1.008
2023-09-12T23:25:50.061,50.7528015,6.0723506,0.986
2023-09-12T23:25:51.062,50.7528053,6.0723478,1.068
2023-09-12T23:25:52.064,50.7528037,6.0723509,1.133
2023-09-12T23:25:53.065,50.752812,6.0723503,1.02
2023-09-12T23:25:54.067,50.7528202,6.0723469,1.039
2023-09-12T23:25:55.070,50.752826,6.0723451,1.195
2023-09-12T23:25:56.071,50.7528351,6.0723452,0.924
2023-09-12T23:25:57.073,50.752837,6.0723427,1.056
2023-09-12T23:25:58.075,50.752838,6.0723411,0.737
2023-09-12T23:25:59.076,50.7528343,6.0723435,0.935
2023-09-12T23:26:00.078,50.7528252,6.0723445,0.974
2023-09-12T23:26:01.079,50.7528204,6.0723475,1.212
2023-09-12T23:26:02.081,50.7528115,6.0723482,1.158
2023-09-12T23:26:03.083,50.7528015,6.0723532,1.022
2023-09-12T23:26:04.084,50.7527968,6.0723585,0.935
2023-09-12T23:26:05.086,50.7527821,6.0723691,1.037
2023-09-12T23:26:06.090,50.7527437,6.0723879,1.186
2023-09-12T23:26:07.091,50.7527211,6.0724034,0.983
2023-09-12T23:26:08.093,50.7527101,6.072413,0.977
2023-09-12T23:26:09.095,50.7527042,6.0724172,0.957
2023-09-12T23:26:10.095,50.7527003,6.0724207,0.912
2023-09-12T23:26:11.097,50.7526987,6.072423,1.09
2023-09-12T23:26:12.099,50.7526981,6.0724257,0.997
2023-09-12T23:26:13.101,50.7526997,6.0724301,0.822
2023-09-12T23:26:14.103,50.7526916,6.072437,0.904
2023-09-12T23:26:15.105,50.7526829,6.072443,0.833
2023-09-12T23:26:16.107,50.7526841,6.0724503,0.989
2023-09-12T23:26:17.109,50.7526798,6.0724449,0.839
2023-09-12T23:26:18.112,50.752686,6.072445,0.816
2023-09-12T23:26:19.114,50.7526838,6.0724465,1.017
2023-09-12T23:26:20.117,50.7526817,6.0724478,0.912
2023-09-12T23:26:21.119,50.7526702,6.0724489,1.152
2023-09-12T23:26:22.121,50.7526625,6.0724442,1.07
2023-09-12T23:26:23.123,50.7526541,6.0724473,1.045
2023-09-12T23:26:24.125,50.7526605,6.0724555,1.217
2023-09-12T23:26:25.127,50.7526563,6.0724664,1.017
2023-09-12T23:26:26.129,50.7526589,6.0724792,0.943
2023-09-12T23:26:27.131,50.752655,6.0724943,1.175
2023-09-12T23:26:28.133,50.7526431,6.0725019,1.0
2023-09-12T23:26:29.134,50.7526317,6.0725148,0.966
2023-09-12T23:26:30.137,50.7526074,6.0725246,0.887
2023-09-12T23:26:31.139,50.7526048,6.0725288,1.178
2023-09-12T23:26:32.142,50.7526117,6.0725173,1.181
2023-09-12T23:26:33.145,50.752609,6.0725167,0.943
2023-09-12T23:26:34.147,50.7526051,6.0725146,1.226
2023-09-12T23:26:35.149,50.7526114,6.0725061,1.271
2023-09-12T23:26:36.150,50.7525955,6.0725122,1.22
2023-09-12T23:26:37.153,50.7525803,6.0725288,1.014
2023-09-12T23:26:38.156,50.7525769,6.0725253,1.031
2023-09-12T23:26:39.161,50.7525656,6.0725312,1.11
2023-09-12T23:26:40.164,50.752547,6.0725375,1.333
2023-09-12T23:26:41.168,50.7525404,6.0725414,1.452
2023-09-12T23:26:42.170,50.7525382,6.0725428,1.223
2023-09-12T23:26:43.173,50.7525203,6.0725506,1.141
2023-09-12T23:26:44.175,50.7525014,6.0725566,1.308
2023-09-12T23:26:45.178,50.7524996,6.0725553,1.328
2023-09-12T23:26:46.181,50.7524949,6.0725503,1.065
2023-09-12T23:26:47.184,50.7524878,6.0725458,1.274
2023-09-12T23:26:48.189,50.7524784,6.0725439,1.155
2023-09-12T23:26:49.192,50.7524765,6.0725442,1.313
2023-09-12T23:26:50.195,50.752483,6.0725448,0.989
2023-09-12T23:26:51.199,50.7524955,6.072538,1.164
2023-09-12T23:26:52.201,50.752506,6.072536,1.24
2023-09-12T23:26:53.204,50.7524992,6.0725465,1.158
2023-09-12T23:26:54.208,50.7525147,6.0725389,1.215
2023-09-12T23:26:55.210,50.7525269,6.0725259,1.243
2023-09-12T23:26:56.213,50.7525309,6.0725213,1.226
2023-09-12T23:26:57.217,50.7525419,6.0725151,1.209
2023-09-12T23:26:58.220,50.7525583,6.0725124,1.155
2023-09-12T23:26:59.223,50.7525667,6.0725172,1.189
2023-09-12T23:27:00.226,50.7525697,6.072513,1.356
2023-09-12T23:27:01.230,50.752587,6.072516,1.135
2023-09-12T23:27:02.233,50.7525962,6.0725179,1.09
2023-09-12T23:27:03.235,50.7526257,6.072511,1.025
2023-09-12T23:27:04.237,50.7526626,6.0724898,1.186
2023-09-12T23:27:05.239,50.7526771,6.0724735,1.135
2023-09-12T23:27:06.241,50.7526959,6.0724627,1.186
2023-09-12T23:27:07.244,50.752706,6.0724525,1.152
2023-09-12T23:27:08.247,50.7527184,6.0724497,1.198
2023-09-12T23:27:09.250,50.7527499,6.072435,1.147
2023-09-12T23:27:10.254,50.7527572,6.0724239,0.952
2023-09-12T23:27:11.257,50.752762,6.0724206,1.102
2023-09-12T23:27:12.259,50.7527509,6.0724264,1.203
2023-09-12T23:27:13.263,50.7527453,6.0724265,1.079
2023-09-12T23:27:14.269,50.7527539,6.0724176,1.042
2023-09-12T23:27:15.272,50.7527544,6.0724139,1.175
2023-09-12T23:27:16.277,50.7527414,6.0724073,1.203
2023-09-12T23:27:17.281,50.7527246,6.0724163,0.946
2023-09-12T23:27:18.286,50.752705,6.0724257,1.257
2023-09-12T23:27:19.288,50.7526991,6.0724223,1.138
2023-09-12T23:27:20.291,50.7526977,6.0724203,1.079
2023-09-12T23:27:21.295,50.7527106,6.0724014,1.085
2023-09-12T23:27:22.297,50.7527134,6.0723937,0.926
2023-09-12T23:27:23.299,50.7527142,6.0723919,0.935
2023-09-12T23:27:24.300,50.7527134,6.0723866,1.028
2023-09-12T23:27:25.303,50.7527157,6.0723845,1.243
2023-09-12T23:27:26.306,50.7527021,6.0723901,1.412
2023-09-12T23:27:27.310,50.7527053,6.0723851,1.102
2023-09-12T23:27:28.311,50.7526869,6.0723913,1.11
2023-09-12T23:27:29.313,50.7526735,6.0723876,1.076
2023-09-12T23:27:30.315,50.7526764,6.0723835,1.215
2023-09-12T23:27:31.317,50.7526841,6.0723782,1.189
2023-09-12T23:27:32.319,50.7526706,6.0723791,1.11
2023-09-12T23:27:33.321,50.752665,6.0723881,1.254
2023-09-12T23:27:34.322,50.752668,6.0723746,1.107
2023-09-12T23:27:35.324,50.7526741,6.0723655,1.164
2023-09-12T23:27:36.325,50.7526804,6.0723534,1.277
2023-09-12T23:27:37.327,50.7526681,6.0723608,0.935
2023-09-12T23:27:38.328,50.7526588,6.0723487,1.299
2023-09-12T23:27:39.330,50.7526612,6.0723357,1.127
2023-09-12T23:27:40.332,50.7526612,6.0723252,1.339
2023-09-12T23:27:41.334,50.752664,6.0723192,1.305
2023-09-12T23:27:42.335,50.7526722,6.0723023,1.277
2023-09-12T23:27:43.337,50.75267,6.0723046,1.265
2023-09-12T23:27:44.339,50.7526717,6.0723086,1.294
2023-09-12T23:27:45.340,50.7526659,6.0723231,1.22
2023-09-12T23:27:46.342,50.7526753,6.072313,1.164
2023-09-12T23:27:47.344,50.7526869,6.0723068,1.121
2023-09-12T23:27:48.345,50.7526907,6.0723056,1.138
2023-09-12T23:27:49.347,50.7527012,6.0722941,1.523
2023-09-12T23:27:50.348,50.7526978,6.0722973,1.178
2023-09-12T23:27:51.350,50.7526892,6.0723023,1.2
2023-09-12T23:27:52.351,50.7526864,6.0723004,0.921
2023-09-12T23:27:53.353,50.7526723,6.0723084,1.237
2023-09-12T23:27:54.355,50.7526713,6.0723058,1.234
2023-09-12T23:27:55.357,50.7526709,6.07231,1.215
2023-09-12T23:27:56.358,50.7526565,6.072319,1.028
2023-09-12T23:27:57.360,50.7526571,6.0723134,1.124
2023-09-12T23:27:58.362,50.752673,6.0723056,1.172
2023-09-12T23:27:59.363,50.7526685,6.0723118,0.991
2023-09-12T23:28:00.365,50.7526355,6.0723272,1.248
2023-09-12T23:28:01.367,50.7526371,6.0723254,1.087
2023-09-12T23:28:02.368,50.7525541,6.0723932,1.186
2023-09-12T23:28:03.370,50.7524724,6.0724631,1.277
2023-09-12T23:28:04.371,50.7524217,6.0725278,1.429
2023-09-12T23:28:05.373,50.7523754,6.0725697,1.311
2023-09-12T23:28:06.374,50.7523315,6.0725998,1.113
2023-09-12T23:28:07.377,50.7523009,6.072634,1.412
2023-09-12T23:28:08.378,50.7522884,6.0726389,1.429
2023-09-12T23:28:09.379,50.7522663,6.072674,1.322
2023-09-12T23:28:10.381,50.7522597,6.0726934,1.446
2023-09-12T23:28:11.383,50.7522537,6.0726965,1.477
2023-09-12T23:28:12.385,50.7522437,6.07271,1.226
2023-09-12T23:28:13.387,50.7522344,6.0727443,1.381
2023-09-12T23:28:14.389,50.7522172,6.0727807,1.308
2023-09-12T23:28:15.391,50.752282,6.0727523,1.26
2023-09-12T23:28:16.393,50.7522916,6.0727485,1.254
2023-09-12T23:28:17.396,50.7523474,6.0726876,1.297
2023-09-12T23:28:18.399,50.7523852,6.0726677,1.424
2023-09-12T23:28:19.403,50.7524416,6.0726266,1.472
2023-09-12T23:28:20.405,50.7524761,6.0725853,1.33
2023-09-12T23:28:21.407,50.7525049,6.0725548,1.059
2023-09-12T23:28:22.409,50.7525185,6.0725312,1.528
2023-09-12T23:28:23.412,50.7525412,6.0725023,1.237
2023-09-12T23:28:24.414,50.7525516,6.0724966,1.186
2023-09-12T23:28:25.417,50.7525479,6.0725018,1.342
2023-09-12T23:28:26.420,50.7525839,6.0724684,1.274
2023-09-12T23:28:27.422,50.752624,6.0724268,1.164
2023-09-12T23:28:28.425,50.7525779,6.0725095,1.28
2023-09-12T23:28:29.427,50.7525967,6.0725063,1.181
2023-09-12T23:28:30.430,50.7526354,6.0724677,0.983
2023-09-12T23:28:31.432,50.7526313,6.0724797,1.022
2023-09-12T23:28:32.436,50.7526396,6.0724864,1.243
2023-09-12T23:28:33.440,50.7527931,6.0723288,1.263
2023-09-12T23:28:34.443,50.752883,6.0722413,1.198
2023-09-12T23:28:35.445,50.7529368,6.072186,1.161
2023-09-12T23:28:36.447,50.7529815,6.0721609,1.07
2023-09-12T23:28:37.450,50.7529815,6.0721609,1.268
2023-09-12T23:28:38.452,50.7529815,6.0721609,1.313
2023-09-12T23:28:39.455,50.7529815,6.0721609,1.28
2023-09-12T23:28:40.458,50.7529815,6.0721609,1.144
2023-09-12T23:28:41.460,50.7531973,6.0722755,1.152
2023-09-12T23:28:42.463,50.7532845,6.0723056,1.274
2023-09-12T23:28:43.466,50.7533147,6.0723231,1.395
2023-09-12T23:28:44.470,50.7533239,6.0723267,1.217
2023-09-12T23:28:45.476,50.7533388,6.0723177,1.183
2023-09-12T23:28:46.479,50.7533467,6.0722964,1.056
2023-09-12T23:28:47.482,50.7533503,6.0722972,1.328
2023-09-12T23:28:48.485,50.7533564,6.0722673,1.291
2023-09-12T23:28:49.488,50.753384,6.0721794,1.387
2023-09-12T23:28:50.492,50.7533698,6.0722283,1.147
2023-09-12T23:28:51.496,50.7533846,6.0721936,1.203
2023-09-12T23:28:52.498,50.7533631,6.0722189,1.28
2023-09-12T23:28:53.500,50.7533501,6.0722152,1.181
2023-09-12T23:28:54.503,50.7533432,6.07222,1.079
2023-09-12T23:28:55.505,50.7533197,6.0722343,1.378
2023-09-12T23:28:56.508,50.7533247,6.0721642,1.226
2023-09-12T23:28:57.512,50.7533232,6.0720979,1.387
2023-09-12T23:28:58.515,50.7532966,6.0720776,1.217
2023-09-12T23:28:59.518,50.753298,6.0720346,1.353
2023-09-12T23:29:00.521,50.7532707,6.0720518,1.559
2023-09-12T23:29:01.525,50.7532517,6.0720582,1.291
2023-09-12T23:29:02.528,50.7532318,6.0720505,1.446
2023-09-12T23:29:03.531,50.7531728,6.0720809,1.426
2023-09-12T23:29:04.535,50.7530605,6.072187,1.277
2023-09-12T23:29:05.538,50.7529694,6.0722654,1.144
2023-09-12T23:29:06.539,50.7529545,6.0722732,1.186
2023-09-12T23:29:07.542,50.7529034,6.0722782,1.376
2023-09-12T23:29:08.544,50.7528802,6.0722897,1.167
2023-09-12T23:29:09.546,50.7528599,6.0723062,1.494
2023-09-12T23:29:10.549,50.7528355,6.0723138,1.237
2023-09-12T23:29:11.552,50.7528092,6.0723171,1.319
2023-09-12T23:29:12.554,50.7527792,6.0723237,1.333
2023-09-12T23:29:13.556,50.7527687,6.0723216,1.393
2023-09-12T23:29:14.557,50.7528003,6.0723027,1.438
2023-09-12T23:29:15.559,50.752776,6.0723335,1.234
2023-09-12T23:29:16.561,50.7527518,6.0723361,1.511
2023-09-12T23:29:17.562,50.7527469,6.0723359,1.398
2023-09-12T23:29:18.564,50.7527532,6.0723193,1.412
2023-09-12T23:29:19.566,50.7527679,6.0722922,1.35
2023-09-12T23:29:20.567,50.7527456,6.0722884,1.333
2023-09-12T23:29:21.569,50.7527422,6.0722801,1.243
2023-09-12T23:29:22.571,50.7527433,6.0722868,1.542
2023-09-12T23:29:23.573,50.752752,6.0722875,1.554
2023-09-12T23:29:24.574,50.7527514,6.0722637,1.291
2023-09-12T23:29:25.576,50.7527616,6.0722598,1.274
2023-09-12T23:29:26.577,50.7527752,6.0722554,1.475
2023-09-12T23:29:27.581,50.7527812,6.0722444,1.475
2023-09-12T23:29:28.582,50.7527814,6.0722443,1.497
2023-09-12T23:29:29.583,50.7527848,6.0722616,1.288
2023-09-12T23:29:30.585,50.7527956,6.0722468,1.316
2023-09-12T23:29:31.586,50.7527946,6.0722321,1.265
2023-09-12T23:29:32.587,50.7527965,6.0722171,1.311
2023-09-12T23:29:33.589,50.7527967,6.0722075,1.415
2023-09-12T23:29:34.590,50.7527962,6.0722027,1.534
2023-09-12T23:29:35.591,50.7527913,6.0722054,1.525
2023-09-12T23:29:36.593,50.7527853,6.0722072,1.511
2023-09-12T23:29:37.594,50.7527786,6.07221,1.347
2023-09-12T23:29:38.596,50.7527745,6.0722123,1.573
2023-09-12T23:29:39.597,50.7527731,6.0722113,1.619
2023-09-12T23:29:40.599,50.7527756,6.0722124,1.435
2023-09-12T23:29:41.601,50.7527807,6.0722051,1.534
2023-09-12T23:29:42.602,50.7527824,6.0722008,1.582
2023-09-12T23:29:43.603,50.752786,6.0722034,1.381
2023-09-12T23:29:44.605,50.7527802,6.0722094,1.624
2023-09-12T23:29:45.606,50.752773,6.0722144,1.39
2023-09-12T23:29:46.609,50.7527734,6.0722044,1.407
2023-09-12T23:29:47.610,50.7527724,6.0722043,1.599
2023-09-12T23:29:48.612,50.7527683,6.0722092,1.353
2023-09-12T23:29:49.613,50.7527754,6.0722057,1.404
2023-09-12T23:29:50.615,50.7527744,6.0722123,1.475
2023-09-12T23:29:51.617,50.752771,6.0722197,1.387
2023-09-12T23:29:52.618,50.7527746,6.0722242,1.373
2023-09-12T23:29:53.620,50.7527774,6.0722239,1.33
2023-09-12T23:29:54.621,50.7527632,6.0722316,1.655
2023-09-12T23:29:55.623,50.7527548,6.0722383,1.52
2023-09-12T23:29:56.624,50.7527453,6.0722408,1.525
2023-09-12T23:29:57.626,50.7527439,6.0722465,1.5
2023-09-12T23:29:58.627,50.7527414,6.072247,1.319
2023-09-12T23:29:59.630,50.752745,6.0722407,1.294
2023-09-12T23:30:00.632,50.7527391,6.072241,1.506
2023-09-12T23:30:01.633,50.7527402,6.0722414,1.251
2023-09-12T23:30:02.635,50.7527398,6.0722431,1.528
2023-09-12T23:30:03.637,50.7527379,6.072244,1.658
2023-09-12T23:30:04.638,50.7527329,6.0722421,1.605
2023-09-12T23:30:05.640,50.7527319,6.072244,1.446
2023-09-12T23:30:06.641,50.7527252,6.0722477,1.322
2023-09-12T23:30:07.643,50.752722,6.0722507,1.489
2023-09-12T23:30:08.644,50.7527229,6.0722565,1.528
2023-09-12T23:30:09.647,50.7527197,6.0722584,1.39
2023-09-12T23:30:10.648,50.7527173,6.0722597,1.353
2023-09-12T23:30:11.650,50.7527166,6.0722597,1.494
2023-09-12T23:30:12.651,50.752716,6.0722623,1.319
2023-09-12T23:30:13.653,50.752721,6.0722574,1.819
2023-09-12T23:30:14.656,50.752722,6.0722586,1.376
2023-09-12T23:30:15.658,50.752723,6.0722632,1.613
2023-09-12T23:30:16.660,50.752723,6.0722688,1.686
2023-09-12T23:30:17.662,50.7527262,6.0722814,1.367
2023-09-12T23:30:18.665,50.7527292,6.0722864,1.215
2023-09-12T23:30:19.667,50.752731,6.072292,1.364
2023-09-12T23:30:20.669,50.7527308,6.0722884,1.449
2023-09-12T23:30:21.671,50.7527268,6.0722856,1.508
2023-09-12T23:30:22.673,50.7527258,6.0722863,1.195
2023-09-12T23:30:23.676,50.752724,6.0722876,1.424
2023-09-12T23:30:24.678,50.75272,6.0722905,1.424
2023-09-12T23:30:25.681,50.7527151,6.072294,1.373
2023-09-12T23:30:26.683,50.7527073,6.0722978,1.395
2023-09-12T23:30:27.688,50.7527015,6.072306,1.265
2023-09-12T23:30:28.691,50.7526847,6.0723123,1.435
2023-09-12T23:30:29.695,50.7526844,6.072318,1.455
2023-09-12T23:30:30.696,50.7526866,6.0723211,1.528
